,text,likes,timestamp,Language,sentiment,overall_sentiment
235,mr cm manipur stooge miserably fail fool convince master delhi kukizo ethnic group illegal immigrant kukizo group poppy cultivator kukizo group drug mafia kukizo family forest encroacher,1575,14-06-2023,en,-0.9022,negative
236,confidence motion debate manipur awareness level average journalist,2362,08-08-2023,fr,0.5106,positive
237,manipur violence હસ વચચ મણપર પલસ આસમ રઇફલસ વરદધ કમ દખલ કરય કસ જણ શ લગવય આરપ gujaratiabplivecomnewsin,1,08-09-2023,gu,-0.6249,negative
240,manipur state force tribals bullet kuki militant caption meitei whatsapp status pose ammunition belt full automatic weapon ammunition state sponsor terrorism manipur state force,155,08-08-2023,en,-0.7783,negative
242,manipur government cm biren singh fudge datum arm meitei militant result brutality act woman child manipur governmentbiren singh lead government separate administrationut kukizo tribal,456,08-07-2023,en,-0.6124,negative
243,battalion central reserve police force replace 9th assam rifle sensitive conflict zone moirang lamkhai roadthis area violence 1st erupt 3rd tragically spread part manipur,44,08-08-2023,en,-0.8779,negative
244,video assault bjp leader great noida viral social medium false claim thrash remark manipur violence truth attack local land dispute watch,105,08-08-2023,en,-0.8074,negative
245,curtail article freedom speech expression state speak tyranny manipur government reasonable restriction withhold individual twitter x account,14,08-08-2023,en,0.4767,positive
246,location oroan top chandel chakpi karong manipur india chapter assam riffle wide poppy cultivation find assam riffle camp manipur wonderful job illegally earn money chin kuki zo terorrist,30,08-08-2023,en,0.6705,positive
247,vice president india rajya sabha chairman bjp leader manipur issue discuss parliament vp country upset word manipur floor,2984,08-08-2023,en,-0.3818,negative
248,habit die hard especially habit suspension questioning centre apathy oppress citizen lay bare deep seat prejudice individual trinamool,110,08-08-2023,en,-0.8876,negative
249,chapter assam riffle wide poppy cultivation find assam riffle camp manipur find reason relationship,90,08-08-2023,en,0.0,neutral
250,chinkuki terrorist attack meetei village bomb manipur police retaliate run hide inside assam rifle bulletproof vehicle assam rife protect chinkuki immigrant,91,08-05-2023,en,-0.8779,negative
251,level surpass expectation evolve psychological manipulation neutral party coerce participate conflict sad learn mosque kwakta repurpose,171,08-08-2023,en,-0.5994,negative
252,bihar resign bjp manipur issue vinod sharma heavy heart write jp nadda pm modi incident manipur video happen pm sleep courage sack cm,2769,27-07-2023,en,0.3818,positive
253,watch youth congress worker hold sansad gherao protest delhi manipur issue,240,08-08-2023,en,-0.25,negative
254,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2432,08-08-2023,en,-0.7579,negative
255,manipur state unit bjp submit memorandum sign pm modiji demand permanent removal assam rifle state interest general public yestrdy meira paibis group fam inhuman act demand removal assam rifle,30,08-08-2023,en,0.25,neutral
256,hope congressman florida colonel army green beret author warrior diplomat speak end endless war break theon atrocity nitternetjavedjave 48sta,1,08-09-2023,en,-0.25,negative
257,pm ample time attend parliamentary party meeting suddenly busy address manipur violence parliament bloodbath claim hundred live mr pm party,243,08-08-2023,en,0.0772,neutral
258,speak safety security minority minority turn scapegoat violence flee village mosque forcibly turn bunker meitei arm group,13,08-08-2023,en,-0.3818,negative
259,suar manipur,0,08-09-2023,id,0.0,neutral
260,mr dhankar suspend mp silence manipur govt carry genocide rajya sabha heat exchange jagdeep dhankar,416,08-08-2023,nl,-0.3182,negative
261,beauty manipur lie diversity unity force oppression violence tear,1094,08-08-2023,en,-0.0772,negative
262,search operation conduct recover single bore rifle country make wpns frm kukizo automatic gun ammo loot frm state armoury hand meitei millitant,39,08-08-2023,en,-0.0516,negative
263,bjp mp manipur allow speak parliament today congress mp gaurav gogoi,2044,08-08-2023,en,0.2263,neutral
264,heart break video manipur kuki woman literally beg assam rifle leave fear police video mute spectator woman parade naked feel,376,08-03-2023,en,-0.5267,negative
265,imagine watch tv hour debate manipur,0,08-09-2023,en,0.0,neutral
266,army leadership stand force command manipur police register assam rifle block vehicle obstruct discharge duty altercation force week indiatodayneinmanipurstor,180,08-08-2023,en,-0.4404,negative
268,violence maitati manipur convert christians maitai krishna bhakt hindu culture heritage destroy remember famous manipur dance depict krishna leela,447,08-08-2023,fr,-0.8225,negative
269,heart touch hatred kill burn evidence hate countrys enemy man divide state part interest lust power,70,08-08-2023,en,-0.9337,negative
270,ak rifle start manipur crisis burn manipuri meitei house killing month continue unlawful activity responsible situation manipur,0,08-09-2023,en,-0.802,negative
271,important money manipur time investigate nyt publishing manipur die,1,08-09-2023,en,-0.4767,negative
273,order defend incompetence mudiji bring nehru doubt nehru traitor bring defend inaction manipur idiotic,63,08-08-2023,en,-0.886,negative
274,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2050,08-08-2023,en,-0.7579,negative
275,harrowing story 1000strong mob run amok manipur university paramilitary personnel assam rifle step rescue end ar camp home studentsfaculty member report newslaundrycom m,287,08-07-2023,en,0.5106,positive
276,state force 2inch 3inch mortar bomb kukizo community meitei community cry national international tv channel violence manipur purely genocide kukizo community,185,08-07-2023,en,-0.886,negative
277,heart wrench lossesthe sacrifice vain integrity ema manipur touch salute braveheart family lose life injure suffer prayer,22,08-08-2023,en,-0.7506,negative
278,mla demand separate administration shamelessly draw lakh rupee monthly salary manipur assembly despite nonalignment gom stop waste tax payer money kukichin origin st luxury pay taxis india,0,08-09-2023,en,-0.6384,negative
279,break independent mp navneet rana debate noconfidence motion lok sabha manipur incident happen opposition alliance july photoop delegation rajasthan minor girl,544,08-08-2023,en,0.0,neutral
281,forget petrol gas onion tomato unsafe state girl brij bhushan manipur failure,0,08-09-2023,en,-0.6369,negative
282,manipur commando,0,08-09-2023,fr,0.0,neutral
283,core reason violence effort manipur state govt detect illegal immigrant complete due violent protest militant affiliate studentcivil society organization,116,24-06-2023,it,-0.9274,negative
284,manipur cm shame govt protect protect advisor cabinet colleague top officersexecutive state shame,1165,16-05-2023,en,-0.0516,negative
285,leader meira paibianythe justifiedeven rape long community causeloote gun patrioticcan kukizo tribes condone cost live sake manipur integrity,34,08-08-2023,en,-0.6705,negative
287,सनए क full video pipedvideo,82,08-08-2023,it,0.0,neutral
288,manipur govt find hobby twitter compel withhold original tweet response valid legal demand court order mean twitter withhold content base local law response report file specific support intake channel,435,08-08-2023,en,0.6124,positive
289,namo undone lot damage mms reduce seat gm neet significantly demolish temple hundred away temple gold tax hilt revdi galore wrt corruption mishandle caa manipur haryana lno endless mess,91,08-08-2023,en,-0.6908,negative
290,beauty manipur lie diversity unity force oppression violence tear,1095,08-08-2023,en,-0.0772,negative
291,bjp mps north east deny situation manipur congress deputy leader loksabha ji foul mouthed nishikant dubey allow mp north east speak,1898,08-08-2023,en,-0.128,negative
292,hard clown regurgitate poppy narrative sqkm bs history go to change meiteis rule hills entirety manipur kulis bring year ago worker slave pressure put brit,0,08-09-2023,en,-0.3818,negative
293,today rahul gandhi ji raise voice manipur reside relief camp woman manipur parade interacted suspension period raise voice truck driver delhi university,2382,08-08-2023,en,0.4767,positive
295,manipur crisis preplanne lie expose,19,08-08-2023,fr,-0.6908,negative
296,𝘾𝙤𝙣𝙩𝙞𝙣𝙪𝙚 𝙩𝙤 𝙗𝙚 𝙁𝙖𝙞𝙧 𝙩𝙤 𝙖𝙡𝙡 𝙁𝙚𝙖𝙧 𝙉𝙤𝙣𝙚 message rank deploy restore peace normalcy,825,08-08-2023,en,0.6908,positive
298,mosque frontline manipur ethnic conflict turn bunker meitei arm group police commando I m aware respect holy place remind worship place warzone,382,08-08-2023,en,0.4588,positive
299,manipur normal armed man roam freely loot gun valley possible simple surrender meitei militant armed wage war,6,08-08-2023,en,-0.5267,negative
300,show video collect dark dayso call kuki animal genocide minority meiteis ccpur n moreh crime humanity meiteis ccpur moreh today u r targette torbung correct,0,08-09-2023,en,-0.5423,negative
301,discuss manipur hide pics violence panchayet election pic distress wb hide fact unfair election silence scream woman girl face rape,0,08-09-2023,en,-0.9657,negative
302,shamelessly draw lakh rupee monthly salary manipur assembly despite nonalignment gom stop waste tax payer money kukichin origin st luxury pay taxis india,0,08-09-2023,en,-0.5736,negative
303,bet single person raise voice manipur speak,74,08-08-2023,fr,0.0,neutral
304,real genesis manipur crisis crisis originate churachandpur district atsum rally 3rd court ruling mar meeteis demand inclusion st list indian constitution real,2816,26-06-2023,en,-0.8658,negative
305,extremely dangerousmanipur militant police comando play religious sentiment muslim brothers sister kwakta worship place worship convert battlefield,44,08-08-2023,en,0.4939,positive
306,𝗥𝗘𝗦𝗧𝗢𝗥𝗘 𝗔𝗙𝗦𝗣𝗔 indian army treat jawan indian army push state force unlike state force they re work day night selflessly bring back normalcy manipur work hard,420,08-08-2023,en,0.3182,neutral
